estado;cidade;marca;modelo;cambio;ano;km;preco;link;faixa_preco;preco_norm;km_norm
SP;São Paulo;Volkswagen;Saveiro Saveiro 1.6 CS Robust manual;Não informado;2023/2023;46000.0;65900.0;https://www.icarros.com.br/comprar/sao-paulo-sp/volkswagen/saveiro/2023/d52187444?pos=331&hfv=false&financiamento=true;Popular;0.09091069877838914;0.045989551874622496
GO;Goiânia;Volkswagen;T-Cross T-Cross 1.0 200 TSI Comfortline (Aut) automático;Não informado;2019/2020;69000.0;92900.0;https://www.icarros.com.br/comprar/goiania-go/volkswagen/t-cross/2020/d53118401?pos=335&hfv=true&financiamento=true;Intermediário;0.13866441693594458;0.06898982787793453
RS;Canoas;Honda;Civic New Civic Si 2.0 16V manual;Não informado;2007/2007;159000.0;109900.0;https://www.icarros.com.br/comprar/canoas-rs/honda/civic/2007/d53351881?pos=333&hfv=true&financiamento=true;Intermediário;0.16873157281292392;0.15899090789089468
SP;Praia Grande;Hyundai;HB20 HB20 1.0 Sense manual;Não informado;2023/2024;31985.0;68900.0;https://www.icarros.com.br/comprar/praia-grande-sp/hyundai/hb20/2024/d53149680?pos=334&hfv=true;Popular;0.09621666746256197;0.03197438369260431
SP;Americana;Fiat;Toro Toro 1.8 Freedom (Aut) automático;Não informado;2021/2021;65792.0;96990.0;https://www.icarros.com.br/comprar/americana-sp/fiat/toro/2021/d53139511?pos=336&hfv=true;Intermediário;0.1458982209087002;0.06578178938147258
SP;São José do Rio Preto;Fiat;Palio Palio Attractive 1.0 Evo (Flex) manual;Não informado;2016/2017;79858.0;44900.0;https://www.icarros.com.br/comprar/sao-jose-do-rio-preto-sp/fiat/palio/2017/d53483905?pos=337&hfv=true;Popular;0.05376891798917936;0.07984795817549811
PR;Cascavel;Volkswagen;Parati Parati Surf 1.6 G4 (Flex) manual;Não informado;2011/2011;32800.0;75900.0;https://www.icarros.com.br/comprar/cascavel-pr/volkswagen/parati/2011/d52896204?pos=339&hfv=true&financiamento=true;Intermediário;0.10859726105896524;0.032789393472721674
GO;Goiânia;Kia;Sportage Sportage EX 2.0 4X2 (Aut)  (Flex) P588 automático;Não informado;2012/2013;148040.0;72900.0;https://www.icarros.com.br/comprar/goiania-go/kia/sportage/2013/d53554884?pos=338&hfv=true&financiamento=true;Intermediário;0.1032912923747924;0.14803077636931644
BA;Salvador;Hyundai;HB20 HB20 1.0 Comfort Plus manual;Não informado;2024/2025;25599.0;80790.0;https://www.icarros.com.br/comprar/salvador-ba/hyundai/hb20/2025/d53393073?pos=340&hfv=false&financiamento=true;Intermediário;0.11724599001416694;0.025588307059684717
SP;Sertãozinho;Ford;Ka Ka 1.0 S (Flex) manual;Não informado;2017/2018;110000.0;44900.0;https://www.icarros.com.br/comprar/sertaozinho-sp/ford/ka/2018/d53325142?pos=342&hfv=true&financiamento=true;Popular;0.05376891798917936;0.1099903198838386
PR;Curitiba;Hyundai;HB20 HB20 1.0 Vision (BlueAudio) manual;ERRO;2021/2022;73945.0;;https://www.icarros.com.br/comprar/curitiba-pr/hyundai/hb20/2022/d49065154?pos=345&hfv=true&financiamento=true;;;0.07393488721864662
SP;Cotia;Fiat;Strada Strada 1.3 Cabine Dupla Volcano (Aut) automático;ERRO;2023/2023;89000.0;;https://www.icarros.com.br/comprar/cotia-sp/fiat/strada/2023/d53052196?pos=343&hfv=true&financiamento=true;;;0.08899006788081457
SP;Guarulhos;Fiat;Palio Palio Sporting 1.6 16V Dualogic (Flex) automático;ERRO;2014/2015;28593.0;;https://www.icarros.com.br/comprar/guarulhos-sp/fiat/palio/2015/d53572489?pos=344&hfv=true&financiamento=true;;;0.028582342988115857
MG;Uberlândia;Fiat;Siena Siena ELX 1.0 8V (Flex) manual;ERRO;2009/2010;150000.0;;https://www.icarros.com.br/comprar/uberlandia-mg/fiat/siena/2010/d53504111?pos=341&hfv=true;;;0.14999079988959868
GO;Goiânia;Volkswagen;Fusca Fusca 1600 manual;ERRO;1995/1996;82000.0;;https://www.icarros.com.br/comprar/goiania-go/volkswagen/fusca/1996/d53341791?pos=348&hfv=true;;;0.08198998387980656
GO;Jataí;Toyota;Corolla Corolla 2.0 XEi CVT automático;ERRO;2021/2022;48200.0;;https://www.icarros.com.br/comprar/jatai-go/toyota/corolla/2022/d52994809?pos=349&hfv=true&financiamento=true;;;0.0481895782749393
AL;Maceió;Citroën;C3 C3 1.0 Live Pack manual;ERRO;2023/2024;46318.0;;https://www.icarros.com.br/comprar/maceio-al/citroen/c3/2024/d53453159?pos=347&hfv=false&financiamento=true;;;0.04630755569066829
DF;Brasília;Honda;Fit Fit 1.5 LX CVT (Flex) automático;ERRO;2014/2015;181561.0;;https://www.icarros.com.br/comprar/brasilia-df/honda/fit/2015/d53376116?pos=346&hfv=true;;;0.1815521786261435
SP;Sorocaba;Jeep;Commander Commander 1.3 T270 Limited automático;Não informado;2023/2023;21393.0;169590.0;https://www.icarros.com.br/comprar/sorocaba-sp/jeep/commander/2023/d53495095?pos=350&hfv=false&financiamento=true;Premium;0.2743026630656826;0.021382256587079044
SP;Bebedouro;Chevrolet;Spin Spin Advantage 5S 1.8 (Flex) (Aut) automático;ERRO;2017/2018;160000.0;;https://www.icarros.com.br/comprar/bebedouro-sp/chevrolet/spin/2018/d53525572?pos=351&hfv=true&financiamento=true;;;0.1599909198910387
RS;Pelotas;Peugeot;2008 2008 Allure 1.6 16V (Aut) (Flex) automático;Não informado;2015/2016;132000.0;56900.0;https://www.icarros.com.br/comprar/pelotas-rs/peugeot/2008/2016/d53555555?pos=353&hfv=true&financiamento=true;Popular;0.07499279272587067;0.13199058388700666
SP;Santos;Mitsubishi;Eclipse Cross Eclipse Cross 1.5 Turbo HPE-S (Aut) automático;Não informado;2018/2019;38000.0;129900.0;https://www.icarros.com.br/comprar/santos-sp/mitsubishi/eclipse-cross/2019/d53534077?pos=352&hfv=true&financiamento=true;Premium;0.2041046973740761;0.03798945587347048
SP;Franca;Chevrolet;Cruze Cruze LT 1.8 16V Ecotec (Flex) automático;ERRO;2014/2014;119000.0;;https://www.icarros.com.br/comprar/franca-sp/chevrolet/cruze/2014/d53568206?pos=357&hfv=true;;;0.11899042788513463
SP;Osasco;NISSAN;March March 1.0 12V SV (Flex) manual;ERRO;2015/2016;63000.0;;https://www.icarros.com.br/comprar/osasco-sp/nissan/march/2016/d53581632?pos=355&hfv=true&financiamento=true;;;0.06298975587707052
TO;Palmas;Fiat;Mobi Mobi 1.0 Like manual;ERRO;2023/2024;73855.0;;https://www.icarros.com.br/comprar/palmas-to/fiat/mobi/2024/d53375751?pos=356&hfv=true&financiamento=true;;;0.07384488613863366
MT;Sinop;Toyota;Hilux Cabine Dupla Hilux 2.8 TDI CD SRX 50th 4x4 (Aut) automático;Não informado;2019/2019;107000.0;204900.0;https://www.icarros.com.br/comprar/sinop-mt/toyota/hilux-cabine-dupla/2019/d53115734?pos=354&hfv=true&financiamento=true;Premium;0.33675391447839675;0.1069902838834066
SP;Jundiaí;Renault;Duster Duster 1.6 16V Dynamique (Flex) manual;ERRO;2015/2016;138723.0;;https://www.icarros.com.br/comprar/jundiai-sp/renault/duster/2016/d53498661?pos=359&hfv=true&financiamento=true;;;0.13871366456397477
TO;Palmas;Fiat;Mobi Mobi 1.0 Like manual;Não informado;2024/2024;52604.0;61290.0;https://www.icarros.com.br/comprar/palmas-to/fiat/mobi/2024/d53575391?pos=358&hfv=false&financiamento=true;Popular;0.08275719356704357;0.05259363112357348
SP;São José do Rio Preto;Hyundai;HB20 HB20 1.0 Sense manual;Não informado;2023/2024;39100.0;68900.0;https://www.icarros.com.br/comprar/sao-jose-do-rio-preto-sp/hyundai/hb20/2024/d53522304?pos=360&hfv=true;Popular;0.09621666746256197;0.03908946907362888
RJ;Rio de Janeiro;Hyundai;HB20 HB20 1.0 Comfort Plus manual;Não informado;2024/2025;24027.0;80190.0;https://www.icarros.com.br/comprar/rio-de-janeiro-rj/hyundai/hb20/2025/d53354409?pos=362&hfv=false;Intermediário;0.11618479627733237;0.024016288195458344
PR;Curitiba;Honda;Civic Civic LXS 1.8 i-VTEC (Flex) manual;Não informado;2015/2016;159800.0;73900.0;https://www.icarros.com.br/comprar/curitiba-pr/honda/civic/2016/d53572701?pos=361&hfv=true&financiamento=true;Intermediário;0.10505994860285;0.1597909174910099
PI;Teresina;NISSAN;Kicks Kicks 1.6 Sense CVT automático;Não informado;2024/2024;10698.0;113890.0;https://www.icarros.com.br/comprar/teresina-pi/nissan/kicks/2024/d53418845?pos=364&hfv=false&financiamento=true;Intermediário;0.17578851116287378;0.010687128245538946
TO;Palmas;Fiat;Fiorino Fiorino 1.4 Endurance manual;Não informado;2022/2023;45623.0;92090.0;https://www.icarros.com.br/comprar/palmas-to/fiat/fiorino/2023/d53541856?pos=363&hfv=false&financiamento=true;Intermediário;0.1372318053912179;0.04561254735056821
SP;São Paulo;Jeep;Compass Compass 1.3 T270 Longitude automático;Não informado;2022/2022;42487.0;131590.0;https://www.icarros.com.br/comprar/sao-paulo-sp/jeep/compass/2022/d53412952?pos=365&hfv=true&financiamento=true;Premium;0.20709372639949344;0.04247650971811662
SP;Sorocaba;Jeep;Compass Compass 1.3 T270 Longitude automático;Não informado;2023/2023;48895.0;136990.0;https://www.icarros.com.br/comprar/sorocaba-sp/jeep/compass/2023/d53319205?pos=366&hfv=true&financiamento=true;Premium;0.21664447003100454;0.04888458661503938
PR;Londrina;BMW;Série 3 Série 3 2.0 330i Sport (Aut) automático;Não informado;2019/2020;66000.0;199990.0;https://www.icarros.com.br/comprar/londrina-pr/bmw/serie-3/2020/d53501539?pos=367&hfv=true&financiamento=true;Premium;0.32806981239863386;0.06598979187750253
RN;Natal;Ford;Ka Ka 1.0 SE manual;Não informado;2019/2020;135060.0;49990.0;https://www.icarros.com.br/comprar/natal-rn/ford/ka/2020/d53420719?pos=370&hfv=true;Popular;0.0627713781899926;0.1350506206074473
SP;Avaré;Volkswagen;Fusca Fusca 1300 manual;Não informado;1970/1970;63634.0;18000.0;https://www.icarros.com.br/comprar/avare-sp/volkswagen/fusca/1970/d52604227?pos=368&hfv=true;Popular;0.0061920654544296875;0.06362376348516183
SP;São Paulo;Fiat;Palio Palio Fire 1.0 8V (Flex) 2p manual;Não informado;2013/2013;141344.0;28900.0;https://www.icarros.com.br/comprar/sao-paulo-sp/fiat/palio/2013/d53580457?pos=369&hfv=true&financiamento=true;Popular;0.025470418340257622;0.1413346960163522
SC;Florianópolis;Renault;Duster Duster 1.6 16V Expression (Flex) manual;Não informado;2015/2016;132700.0;59900.0;https://www.icarros.com.br/comprar/florianopolis-sc/renault/duster/2016/d53537597?pos=372&hfv=true&financiamento=true;Popular;0.0802987614100435;0.13269059228710745
SC;Urubici;Ford;Ka Ka 1.5 SE (Aut) automático;Não informado;2019/2019;28609.0;62890.0;https://www.icarros.com.br/comprar/urubici-sc/ford/ka/2019/d53508525?pos=373&hfv=true&financiamento=true;Popular;0.08558704353193575;0.02859834318011816
SP;São Paulo;Fiat;Mobi Mobi 1.0 Like manual;Não informado;2024/2025;26147.0;63490.0;https://www.icarros.com.br/comprar/sao-paulo-sp/fiat/mobi/2025/d53539026?pos=374&hfv=false&financiamento=true;Popular;0.0866482372687703;0.02613631363576363
RJ;Rio das Ostras;Chevrolet;Cobalt Cobalt 1.8 8V Econoflex (PCD) (Aut) automático;Não informado;2018/2019;1000.0;64990.0;https://www.icarros.com.br/comprar/rio-das-ostras-rj/chevrolet/cobalt/2019/d53427825?pos=376&hfv=true&financiamento=true;Popular;0.08930122161085671;0.0009890118681424177
BA;Vitória da Conquista;Fiat;Mobi Mobi 1.0 Like manual;Não informado;2024/2025;23220.0;64590.0;https://www.icarros.com.br/comprar/vitoria-da-conquista-ba/fiat/mobi/2025/d53539756?pos=375&hfv=false&financiamento=true;Popular;0.08859375911963367;0.023209278511342135
MG;Belo Horizonte;Fiat;Argo Argo 1.3 Trekking manual;Não informado;2020/2020;75209.0;72990.0;https://www.icarros.com.br/comprar/belo-horizonte-mg/fiat/argo/2020/d53583413?pos=377&hfv=true&financiamento=true;Intermediário;0.10345047143531759;0.07519890238682864
SP;Osasco;Volkswagen;Polo Track Polo 1.0 Track manual;ERRO;2024/2025;63669.0;;https://www.icarros.com.br/comprar/osasco-sp/volkswagen/polo-track/2025/d53494869?pos=378&hfv=false;;;0.06365876390516687
SP;Praia Grande;Volkswagen;Polo Track Polo 1.0 Track manual;ERRO;2024/2025;44750.0;;https://www.icarros.com.br/comprar/praia-grande-sp/volkswagen/polo-track/2025/d53432574?pos=380&hfv=false&financiamento=true;;;0.044739536874442494
PR;Maringá;Fiat;Strada Strada 1.3 Cabine Plus Endurance manual;ERRO;2023/2024;115976.0;;https://www.icarros.com.br/comprar/maringa-pr/fiat/strada/2024/d53498930?pos=382&hfv=true&financiamento=true;;;0.11596639159669916
SP;Bebedouro;MINI;Cooper Cooper S 1.6 16V Turbo (aut) automático;ERRO;2010/2011;49900.0;;https://www.icarros.com.br/comprar/bebedouro-sp/mini/cooper/2011/d52964609?pos=379&hfv=true&financiamento=true;;;0.0498895986751841
SC;Blumenau;Chevrolet;Tracker Tracker Premier 1.4 16V Ecotec (Flex) (Aut) automático;ERRO;2017/2018;99388.0;;https://www.icarros.com.br/comprar/blumenau-sc/chevrolet/tracker/2018/d53081530?pos=385&hfv=false&financiamento=true;;;0.09937819253831046
DF;Taguatinga;Volkswagen;T-Cross T-Cross 1.4 250 TSI Highline (Aut) automático;ERRO;2022/2022;49900.0;;https://www.icarros.com.br/comprar/taguatinga-df/volkswagen/t-cross/2022/d52845103?pos=386&hfv=true&financiamento=true;;;0.0498895986751841
PA;Marabá;Hyundai;HB20 HB20 1.0 T-GDI Platinum manual;ERRO;2022/2022;78000.0;;https://www.icarros.com.br/comprar/maraba-pa/hyundai/hb20/2022/d53517485?pos=381&hfv=true&financiamento=true;;;0.07798993587923055
SP;Jacareí;Land;Rover Range Rover Evoque Range Rover Evoque 2.0 Si4 Dynamic automático;ERRO;2013/2014;78000.0;;https://www.icarros.com.br/comprar/jacarei-sp/land-rover/range-rover-evoque/2014/d53550124?pos=387&hfv=true&financiamento=true;;;0.07798993587923055
BA;Vitória da Conquista;Volkswagen;Saveiro Saveiro 1.6 CS Robust manual;ERRO;2023/2024;26451.0;;https://www.icarros.com.br/comprar/vitoria-da-conquista-ba/volkswagen/saveiro/2024/d53468544?pos=384&hfv=false&financiamento=true;;;0.026440317283807406
PA;Marabá;Hyundai;HB20 HB20 1.0 Comfort Plus manual;ERRO;2024/2025;38000.0;;https://www.icarros.com.br/comprar/maraba-pa/hyundai/hb20/2025/d53517423?pos=383&hfv=true&financiamento=true;;;0.03798945587347048
PR;Colombo;Volkswagen;Tiguan Tiguan Allspace 1.4 250 TSI DSG automático;Não informado;2018/2018;100000.0;154900.0;https://www.icarros.com.br/comprar/colombo-pr/volkswagen/tiguan/2018/d43297441?pos=391&hfv=true&financiamento=true;Premium;0.2483211030755163;0.09999019988239859
SP;Santos;Hyundai;Creta Creta 1.0 T-GDI Platinum (Aut) automático;Não informado;2023/2024;44000.0;139000.0;https://www.icarros.com.br/comprar/santos-sp/hyundai/creta/2024/d53276102?pos=390&hfv=true&financiamento=true;Premium;0.22019946904940033;0.043989527874334494
RJ;Rio das Ostras;Chevrolet;Spin Spin 1.8 Premier 7S Econoflex (Aut) automático;Não informado;2024/2025;30770.0;129190.0;https://www.icarros.com.br/comprar/rio-das-ostras-rj/chevrolet/spin/2025/d53434621?pos=388&hfv=false&financiamento=true;Premium;0.2028489514521552;0.03075936911242935
RJ;Cabo Frio;Chevrolet;Spin Spin 1.8 Premier 7S Econoflex (Aut) automático;Não informado;2024/2025;30770.0;129190.0;https://www.icarros.com.br/comprar/cabo-frio-rj/chevrolet/spin/2025/d53434622?pos=389&hfv=false&financiamento=true;Premium;0.2028489514521552;0.03075936911242935
SP;Piracicaba;Jeep;Commander Commander 1.3 T270 Limited automático;Não informado;2023/2024;56203.0;171090.0;https://www.icarros.com.br/comprar/piracicaba-sp/jeep/commander/2024/d53509061?pos=393&hfv=false&financiamento=true;Premium;0.276955647407769;0.056192674312091746
CE;Juazeiro do Norte;Jeep;Compass Compass 1.3 T270 Longitude (Aut) automático;Não informado;2024/2025;32382.0;163790.0;https://www.icarros.com.br/comprar/juazeiro-do-norte-ce/jeep/compass/2025/d53507046?pos=392&hfv=false&financiamento=true;Premium;0.2640444569429485;0.03237138845666148
SP;São Paulo;BMW;X1 X1 2.0 sDrive20i GP ActiveFlex automático;Não informado;2021/2022;73362.0;183490.0;https://www.icarros.com.br/comprar/sao-paulo-sp/bmw/x1/2022/d53266307?pos=395&hfv=false&financiamento=true;Premium;0.29888698463568336;0.07335188022256267
PR;Curitiba;Volkswagen;Taos Taos 1.4 250 TSI Highline (Aut) automático;ERRO;2024/2024;51773.0;;https://www.icarros.com.br/comprar/curitiba-pr/volkswagen/taos/2024/d53513335?pos=394&hfv=false&financiamento=true;;;0.051762621151453816
RJ;Rio de Janeiro;Citroën;C3 C3 Tendance 1.6 VTI 120 (Flex) (Aut) automático;Não informado;2014/2015;200.0;41900.0;https://www.icarros.com.br/comprar/rio-de-janeiro-rj/citroen/c3/2015/d53549619?pos=396&hfv=true&financiamento=true;Popular;0.04846294930500653;0.00018900226802721632
PR;Colombo;Hyundai;HB20 HB20 1.0 Unique manual;Não informado;2018/2019;94029.0;52900.0;https://www.icarros.com.br/comprar/colombo-pr/hyundai/hb20/2019/d53588893?pos=398&hfv=true&financiamento=true;Popular;0.06791816781364023;0.09401912822953876
PA;Belém;Renault;Sandero Sandero Expression 1.0 12V SCe (Flex) manual;Não informado;2019/2020;58000.0;46990.0;https://www.icarros.com.br/comprar/belem-pa/renault/sandero/2020/d53534453?pos=397&hfv=true&financiamento=true;Popular;0.05746540950581976;0.057989695876350514
SP;São José do Rio Preto;Fiat;Strada Strada Adventure 1.8 16V (Flex) (Cabine Estendida) manual;Não informado;2013/2014;156000.0;59900.0;https://www.icarros.com.br/comprar/sao-jose-do-rio-preto-sp/fiat/strada/2014/d53523285?pos=399&hfv=true&financiamento=true;Popular;0.0802987614100435;0.15599087189046268
SP;Jundiaí;Fiat;Mobi Mobi 1.0 Like manual;Não informado;2024/2025;38614.0;63190.0;https://www.icarros.com.br/comprar/jundiai-sp/fiat/mobi/2025/d53548543?pos=400&hfv=false&financiamento=true;Popular;0.08611764040035302;0.038603463241558895
DF;Brasília;Fiat;Strada Strada 1.4 CS Freedom manual;ERRO;2019/2020;130742.0;;https://www.icarros.com.br/comprar/brasilia-df/fiat/strada/2020/d53577886?pos=401&hfv=true&financiamento=true;;;0.13073256879082548
SP;São Paulo;Chevrolet;Onix Onix 1.0 Turbo Premier (Aut) automático;Não informado;2020/2021;49218.0;71990.0;https://www.icarros.com.br/comprar/sao-paulo-sp/chevrolet/onix/2021/d52991348?pos=402&hfv=true&financiamento=true;Intermediário;0.10168181520725998;0.04920759049108589
MG;Belo Horizonte;Volkswagen;Polo Polo 1.0 manual;Não informado;2023/2024;45501.0;72490.0;https://www.icarros.com.br/comprar/belo-horizonte-mg/volkswagen/polo/2024/d53147743?pos=403&hfv=false&financiamento=true;Intermediário;0.10256614332128879;0.04549054588655064
RS;Viamão;Renault;Sandero Stepway Sandero Stepway 1.0 Zen manual;Não informado;2023/2024;32000.0;72900.0;https://www.icarros.com.br/comprar/viamao-rs/renault/sandero-stepway/2024/d53182095?pos=404&hfv=true;Intermediário;0.1032912923747924;0.03198938387260647
PI;Teresina;Toyota;Etios Hatch Etios Platinum 1.5 (Flex) (Aut) automático;Não informado;2018/2019;114423.0;72990.0;https://www.icarros.com.br/comprar/teresina-pi/toyota/etios-hatch/2019/d53481600?pos=405&hfv=true&financiamento=true;Intermediário;0.10345047143531759;0.11441337296047553
SC;Blumenau;Chevrolet;Prisma Prisma 1.4 LTZ SPE/4 (Aut) automático;Não informado;2018/2019;114500.0;73900.0;https://www.icarros.com.br/comprar/blumenau-sc/chevrolet/prisma/2019/d53537551?pos=406&hfv=true&financiamento=true;Intermediário;0.10505994860285;0.11449037388448662
SP;Mauá;Volkswagen;Polo Track Polo 1.0 Track manual;Não informado;2024/2025;44750.0;77190.0;https://www.icarros.com.br/comprar/maua-sp/volkswagen/polo-track/2025/d53556249?pos=408&hfv=false&financiamento=true;Intermediário;0.11087882759315955;0.044739536874442494
SC;Itajaí;Fiat;Argo Argo 1.0 Drive manual;Não informado;2024/2025;28267.0;75890.0;https://www.icarros.com.br/comprar/itajai-sc/fiat/argo/2025/d53567485?pos=407&hfv=false;Intermediário;0.10857957449668465;0.028256339076068913
